facility_code,facility_name,state,total_volume,betweenness_centrality,pagerank,clustering_coefficient,in_degree,out_degree,weighted_in_degree,weighted_out_degree,avg_out_delay,median_out_delay,pct_delayed_out,avg_in_delay,pct_delayed_in,norm_betweenness,norm_delay,norm_volume,bottleneck_score,bottleneck_rank,outgoing_breach_impact,incoming_breach_impact,total_breach_impact,sla_contribution_pct
IND131028AAE,Sonipat_Central_D_2 (Haryana),Haryana,4,0.0,0.000229,0.0,1,1,3,1,2.0,2.0,1.0,1.833,1.0,0.0,1.0,0.001507537688442211,0.40045226130653266,882,1.0,3.0,4.0,0.017334026694401112
IND507123AAA,Yellandu_Sudimala_D (Telangana),Telangana,25,0.001211,0.000764,0.0,1,1,13,12,1.036,0.887,0.167,1.038,0.154,0.005495577670982352,0.167,0.012060301507537688,0.07206676375355602,1471,2.0,2.0,4.0,0.017334026694401112
IND636005AAA,Salem_Kadtmpty_H (Tamil Nadu),Tamil Nadu,5,0.0,0.000116,0.0,0,2,0,5,2.502,2.0,0.8,0.0,0.0,0.0,0.8,0.0020100502512562816,0.320603015075377,1267,4.0,0.0,4.0,0.017334026694401112
IND623526AAA,Rameswram_Kdthdstrt_D (Tamil Nadu),Tamil Nadu,15,2e-05,0.000391,0.0,1,1,7,8,0.994,0.984,0.125,1.454,0.429,9.076098548278037e-05,0.125,0.007035175879396985,0.05213778105946393,1477,1.0,3.0,4.0,0.017334026694401112
IND244601AAB,Thakurdwara_Fathuluh_D (Uttar Pradesh),Uttar Pradesh,18,0.000403,0.0006,0.6667,2,1,9,9,1.305,1.0,0.333,0.986,0.111,0.0018288338574780243,0.333,0.008542713567839196,0.13631146422759516,1449,3.0,1.0,4.0,0.017334026694401112
IND796081AAA,Kolasib_Diakkawn_D (Mizoram),Mizoram,4,0.000403,0.000273,1.0,1,1,3,1,2.625,2.625,1.0,2.69,1.0,0.0018288338574780243,1.0,0.001507537688442211,0.4010009114637761,796,1.0,3.0,4.0,0.017334026694401112
IND501301AAC,Ghatkesar_Central_D_1 (Telangana),Telangana,4,0.000404,0.000214,0.0,1,1,2,2,1.75,1.75,1.0,4.25,1.0,0.0018333719067521635,1.0,0.001507537688442211,0.40100227287855833,795,2.0,2.0,4.0,0.017334026694401112
IND122503AAA,Pataudi_DC (Haryana),Haryana,4,0.000404,0.000214,0.0,1,1,2,2,1.583,1.583,1.0,2.1,1.0,0.0018333719067521635,1.0,0.001507537688442211,0.40100227287855833,794,2.0,2.0,4.0,0.017334026694401112
IND152024AAA,Jalalabad_Muktsar_D (Punjab),Punjab,4,0.000405,0.00018,1.0,1,1,2,2,2.678,2.678,1.0,2.8,1.0,0.0018379099560263024,1.0,0.001507537688442211,0.40100363429334057,793,2.0,2.0,4.0,0.017334026694401112
IND854105AAA,Katihar_Shyndco_D (Bihar),Bihar,4,0.000406,0.000162,0.0,1,1,2,2,3.076,3.076,1.0,2.688,1.0,0.0018424480053004415,1.0,0.001507537688442211,0.4010049957081228,792,2.0,2.0,4.0,0.017334026694401112
IND671323AAD,Manjeshwar_Central_D_1 (Kerala),Kerala,4,0.000406,0.00026,0.0,1,1,3,1,3.0,3.0,1.0,1.708,1.0,0.0018424480053004415,1.0,0.001507537688442211,0.4010049957081228,791,1.0,3.0,4.0,0.017334026694401112
IND306116AAA,Falna_SbhRDDPP_D (Rajasthan),Rajasthan,4,0.000408,0.000473,0.0,1,1,1,3,1.693,1.75,1.0,1.519,1.0,0.0018515241038487196,1.0,0.001507537688442211,0.4010077185376873,790,3.0,1.0,4.0,0.017334026694401112
IND403507AAA,Panaji Goa (Goa),Goa,8,0.0,0.000525,0.0,1,1,5,3,8.048,3.0,0.667,1.308,0.4,0.0,0.667,0.0035175879396984926,0.2678552763819096,1352,2.0,2.0,4.0,0.017334026694401112
IND484446AAA,Dola_ChainDPP_D (Madhya Pradesh),Madhya Pradesh,8,0.001611,0.000534,0.3333,2,1,5,3,1.041,1.03,0.0,2.096,0.8,0.0073107973806379595,0.0,0.0035175879396984926,0.0032485155961009355,1499,0.0,4.0,4.0,0.017334026694401112
IND110039AAA,Delhi_Barwala (Delhi),Delhi,7,0.0,0.0004,0.0,1,1,4,3,4.052,2.5,0.667,1.667,0.5,0.0,0.667,0.003015075376884422,0.2677045226130654,1355,2.0,2.0,4.0,0.017334026694401112
IND208017AAA,Kanpur_Central_D_5 (Uttar Pradesh),Uttar Pradesh,6,0.0,0.000116,0.0,0,1,0,6,10.151,10.542,0.667,0.0,0.0,0.0,0.667,0.002512562814070352,0.26755376884422116,1357,4.0,0.0,4.0,0.017334026694401112
IND679322AAA,Printhlmna_EmsPnmbi_D (Kerala),Kerala,4,3e-06,0.000335,0.0,1,1,3,1,2.25,2.25,1.0,1.854,1.0,1.3614147822417056e-05,1.0,0.001507537688442211,0.4004563455508794,864,1.0,3.0,4.0,0.017334026694401112
IND500018AAA,Hyderabad_PndrgNgr_DC (Telangana),Telangana,4,0.0,0.000116,0.0,0,1,0,4,3.777,3.042,1.0,0.0,0.0,0.0,1.0,0.001507537688442211,0.40045226130653266,865,4.0,0.0,4.0,0.017334026694401112
IND333028AAA,Sultana_Central_DPP_1 (Rajasthan),Rajasthan,7,0.002032,0.000332,0.1667,2,2,5,2,1.244,1.244,0.5,2.407,0.6,0.009221316125050486,0.5,0.003015075376884422,0.2036709174505805,1405,1.0,3.0,4.0,0.017334026694401112
IND673027AAB,Kozhikode_Feroke_H (Kerala),Kerala,4,0.0,0.00014,0.3333,1,2,1,3,20.0,20.0,1.0,1.947,1.0,0.0,1.0,0.001507537688442211,0.40045226130653266,878,3.0,1.0,4.0,0.017334026694401112
IND000000AFG,Tirur_PmthuKlm_D (Kerala),Kerala,4,0.0,0.000116,0.0,0,2,0,4,2.476,2.4,1.0,0.0,0.0,0.0,1.0,0.001507537688442211,0.40045226130653266,883,4.0,0.0,4.0,0.017334026694401112
IND742202AAA,Dhulian_RatanDPP_D (West Bengal),West Bengal,4,0.002029,0.000154,0.3333,1,2,1,3,3.904,2.688,1.0,2.333,1.0,0.009207701977228068,1.0,0.001507537688442211,0.40321457189970106,473,3.0,1.0,4.0,0.017334026694401112
IND333001AAA,Jhunjhunu_DC (Rajasthan),Rajasthan,6,0.0,0.000194,1.0,1,1,3,3,3.001,1.5,0.667,1.29,0.667,0.0,0.667,0.002512562814070352,0.26755376884422116,1358,2.0,2.0,4.0,0.017334026694401112
IND360002AAB,Rajkot_PedakRd_P (Gujarat),Gujarat,4,0.0,0.000615,0.3333,3,0,4,0,0.0,0.0,0.0,2.595,1.0,0.0,0.0,0.001507537688442211,0.00045226130653266326,1580,0.0,4.0,4.0,0.017334026694401112
IND673639AAA,Areacode_Puthalam_D (Kerala),Kerala,4,0.0,0.000499,0.0,2,0,4,0,0.0,0.0,0.0,1.949,1.0,0.0,0.0,0.001507537688442211,0.00045226130653266326,1578,0.0,4.0,4.0,0.017334026694401112
IND851112AAB,Barauni_Wardno10_D (Bihar),Bihar,4,0.0,0.000205,0.0,1,0,4,0,0.0,0.0,0.0,2.293,1.0,0.0,0.0,0.001507537688442211,0.00045226130653266326,1575,0.0,4.0,4.0,0.017334026694401112
IND841207AAB,Dighwara_SadarHPL_D (Bihar),Bihar,4,0.0,0.000312,0.0,2,0,4,0,0.0,0.0,0.0,4.189,1.0,0.0,0.0,0.001507537688442211,0.00045226130653266326,1574,0.0,4.0,4.0,0.017334026694401112
IND813213AAA,Sultanganj_Wardno3_D (Bihar),Bihar,4,0.0,0.000369,1.0,2,0,4,0,0.0,0.0,0.0,2.095,1.0,0.0,0.0,0.001507537688442211,0.00045226130653266326,1573,0.0,4.0,4.0,0.017334026694401112
IND803212AAB,Bakhtiarpur_BypassRD_D (Bihar),Bihar,4,0.0,0.000303,1.0,2,0,4,0,0.0,0.0,0.0,6.996,1.0,0.0,0.0,0.001507537688442211,0.00045226130653266326,1572,0.0,4.0,4.0,0.017334026694401112
IND530012AAC,Vizag_Gajuwaka_L (Andhra Pradesh),Andhra Pradesh,5,0.0,0.000116,1.0,0,2,0,5,2.21,1.4,0.8,0.0,0.0,0.0,0.8,0.0020100502512562816,0.320603015075377,1266,4.0,0.0,4.0,0.017334026694401112
IND721636AAB,Tamluk_Central_DPP_2 (West Bengal),West Bengal,4,0.0,0.000669,1.0,1,1,1,3,1.436,1.391,1.0,2.5,1.0,0.0,1.0,0.001507537688442211,0.40045226130653266,884,3.0,1.0,4.0,0.017334026694401112
IND304001AAA,Tonk_DC (Rajasthan),Rajasthan,5,1.2e-05,0.000401,0.6667,2,1,4,1,0.857,0.857,0.0,2.057,1.0,5.4456591289668224e-05,0.0,0.0020100502512562816,0.000619352052763785,1568,0.0,4.0,4.0,0.017334026694401112
IND641006AAD,Coimbatore_ElngoNgr_C (Tamil Nadu),Tamil Nadu,5,0.0,0.000116,0.0,0,1,0,5,8.8,1.75,0.8,0.0,0.0,0.0,0.8,0.0020100502512562816,0.320603015075377,1264,4.0,0.0,4.0,0.017334026694401112
IND331304AAA,Taranagar_RajRdDPP_D (Rajasthan),Rajasthan,7,0.001208,0.00063,0.0,1,1,3,4,3.852,4.104,0.75,1.252,0.333,0.005481963523159935,0.75,0.003015075376884422,0.30254911167001336,1294,3.0,1.0,4.0,0.017334026694401112
IND303603AAB,Renwal_ChomuRD_D (Rajasthan),Rajasthan,14,1.8e-05,0.000433,0.0,2,2,7,7,1.813,1.5,0.571,0.631,0.0,8.168488693450234e-05,0.571,0.006532663316582915,0.2303843044610552,1386,4.0,0.0,4.0,0.017334026694401112
IND321408AAB,Weir_BsstdDPP_D (Rajasthan),Rajasthan,5,0.0,0.000116,1.0,0,2,0,5,3.143,2.5,0.8,0.0,0.0,0.0,0.8,0.0020100502512562816,0.320603015075377,1265,4.0,0.0,4.0,0.017334026694401112
IND712612AAA,Kamarpukur_ChatiDPP_D (West Bengal),West Bengal,4,0.00121,0.000207,0.0,1,1,1,3,1.567,1.684,1.0,3.0,1.0,0.005491039621708212,1.0,0.001507537688442211,0.4020995731930451,636,3.0,1.0,4.0,0.017334026694401112
IND732103AAA,Malda_krshnPly_DC (West Bengal),West Bengal,4,0.001625,0.000175,0.3333,2,1,2,2,4.564,4.564,1.0,4.526,1.0,0.007374330070475905,1.0,0.001507537688442211,0.40266456032767545,557,2.0,2.0,4.0,0.017334026694401112
IND516001AAA,Cuddapah_DC (Andhra Pradesh),Andhra Pradesh,4,0.001211,0.000339,0.0,1,1,2,2,2.234,2.234,1.0,1.409,1.0,0.005495577670982352,1.0,0.001507537688442211,0.40210093460782736,635,2.0,2.0,4.0,0.017334026694401112
IND516360AAB,Proddatur_Central_D_2 (Andhra Pradesh),Andhra Pradesh,4,0.001213,0.000263,0.0,1,1,2,2,1.409,1.409,1.0,1.958,1.0,0.00550465376953063,1.0,0.001507537688442211,0.40210365743739185,634,2.0,2.0,4.0,0.017334026694401112
IND515411AAA,Tadipatri_CBRoad_D (Andhra Pradesh),Andhra Pradesh,4,0.001215,0.000173,0.0,1,1,2,2,1.958,1.958,1.0,3.393,1.0,0.005513729868078908,1.0,0.001507537688442211,0.40210638026695633,633,2.0,2.0,4.0,0.017334026694401112
IND000000AAZ,Buldhana_Thsil3PL_D (Maharashtra),Maharashtra,4,0.001615,0.000426,0.3333,2,2,2,2,2.758,2.758,1.0,4.31,1.0,0.007328949577734514,1.0,0.001507537688442211,0.40265094617985303,561,2.0,2.0,4.0,0.017334026694401112
IND754142AAA,Paradip_Udyabata_D (Orissa),Orissa,4,0.001616,0.00051,0.0,2,1,2,2,2.97,2.97,1.0,2.261,1.0,0.007333487627008654,1.0,0.001507537688442211,0.4026523075946353,560,2.0,2.0,4.0,0.017334026694401112
IND516227AAA,Badvel_Sidrd_D (Andhra Pradesh),Andhra Pradesh,4,0.001208,0.000404,0.0,1,1,2,2,2.5,2.5,1.0,2.234,1.0,0.005481963523159935,1.0,0.001507537688442211,0.40209685036348064,637,2.0,2.0,4.0,0.017334026694401112
IND343029AAB,Bhinmal_RwStnDPP_D (Rajasthan),Rajasthan,4,0.001626,0.000285,0.0,1,1,2,2,2.5,2.5,1.0,2.111,1.0,0.007378868119750044,1.0,0.001507537688442211,0.4026659217424577,556,2.0,2.0,4.0,0.017334026694401112
IND814133AAA,Godda_PushPlza_D (Jharkhand),Jharkhand,3,0.000403,0.000213,0.0,1,1,2,1,2.143,2.143,1.0,2.135,1.0,0.0018288338574780243,1.0,0.0010050251256281408,0.4008501576949319,821,1.0,2.0,3.0,0.013000520020800833
IND231001AAA,Mirzapur_JangiRd_D (Uttar Pradesh),Uttar Pradesh,3,0.0,0.000308,0.0,1,0,3,0,0.0,0.0,0.0,1.642,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1589,0.0,3.0,3.0,0.013000520020800833
IND333504AAA,Khetri_NagarDPP_D (Rajasthan),Rajasthan,3,0.001221,0.000257,0.0,1,1,1,2,1.982,1.982,1.0,1.655,1.0,0.005540958163723742,1.0,0.0010050251256281408,0.40196379498680557,653,2.0,1.0,3.0,0.013000520020800833
IND251201AAA,Khatauli_TilakNgr_D (Uttar Pradesh),Uttar Pradesh,3,0.000404,0.000214,0.3333,1,2,1,2,1.636,1.636,1.0,3.125,1.0,0.0018333719067521635,1.0,0.0010050251256281408,0.4008515191097141,819,2.0,1.0,3.0,0.013000520020800833
IND734203AAA,Kurseong_ABPath_D (West Bengal),West Bengal,3,0.0,0.000298,0.0,1,0,3,0,0.0,0.0,0.0,4.596,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1590,0.0,3.0,3.0,0.013000520020800833
IND221010AAA,Varanasi (Uttar Pradesh),Uttar Pradesh,3,0.000406,0.000145,0.0,1,1,2,1,4.167,4.167,1.0,3.375,1.0,0.0018424480053004415,1.0,0.0010050251256281408,0.4008542419392786,818,1.0,2.0,3.0,0.013000520020800833
IND733124AAA,Gangarmpur_KhdimDPP_D (West Bengal),West Bengal,3,0.0,0.000212,0.0,1,0,3,0,0.0,0.0,0.0,2.623,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1591,0.0,3.0,3.0,0.013000520020800833
IND160002AAD,Chandigarh_Mehmdpur_P (Punjab),Punjab,3,0.0,0.000135,0.0,1,0,3,0,0.0,0.0,0.0,3.028,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1587,0.0,3.0,3.0,0.013000520020800833
IND306001AAA,MarwarJn_SndbrDPP_D (Rajasthan),Rajasthan,3,0.0,0.000518,0.0,1,0,3,0,0.0,0.0,0.0,1.693,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1592,0.0,3.0,3.0,0.013000520020800833
IND584128AAA,Sindhanur_VasaviNg_D (Karnataka),Karnataka,3,0.000406,0.000264,0.0,1,1,1,2,2.625,2.625,1.0,2.0,1.0,0.0018424480053004415,1.0,0.0010050251256281408,0.4008542419392786,817,2.0,1.0,3.0,0.013000520020800833
IND272153AAC,Bansi_GangDPP_D (Uttar Pradesh),Uttar Pradesh,3,0.0,0.000214,0.0,1,0,3,0,0.0,0.0,0.0,3.778,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1586,0.0,3.0,3.0,0.013000520020800833
IND638052AAA,Perundurai_Viveka_DC (Tamil Nadu),Tamil Nadu,3,0.0,0.000298,0.0,1,0,3,0,0.0,0.0,0.0,2.134,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1585,0.0,3.0,3.0,0.013000520020800833
IND282005AAA,Agra (Uttar Pradesh),Uttar Pradesh,3,0.0,0.00017,0.0,1,0,3,0,0.0,0.0,0.0,15.53,1.0,0.0,0.0,0.0010050251256281408,0.00030150753768844223,1581,0.0,3.0,3.0,0.013000520020800833
IND443201AAA,Chikhli_KKndrDPP_D (Maharashtra),Maharashtra,3,0.000403,0.000332,0.0,1,1,2,1,6.25,6.25,1.0,2.929,1.0,0.0018288338574780243,1.0,0.0010050251256281408,0.4008501576949319,820,1.0,2.0,3.0,0.013000520020800833
IND560027AAA,Blr_Domlur (Karnataka),Karnataka,4,0.0,0.000116,0.0,0,1,0,4,2.153,2.056,0.75,0.0,0.0,0.0,0.75,0.001507537688442211,0.3004522613065327,1301,3.0,0.0,3.0,0.013000520020800833
IND560099AAA,Bengaluru_Bomsndra_PC (Karnataka),Karnataka,4,0.0,0.000214,0.0,1,0,4,0,0.0,0.0,0.0,2.153,0.75,0.0,0.0,0.001507537688442211,0.00045226130653266326,1579,0.0,3.0,3.0,0.013000520020800833
IND623704AAA,Muthukulathur_VaiklSRT_D (Tamil Nadu),Tamil Nadu,15,2e-05,0.000449,0.0,1,1,8,7,1.2,1.143,0.286,0.994,0.125,9.076098548278037e-05,0.286,0.007035175879396985,0.11653778105946393,1462,2.0,1.0,3.0,0.013000520020800833
IND531162AAA,Vishakhapatnam (Andhra Pradesh),Andhra Pradesh,8,0.0,0.000441,0.0,2,0,8,0,0.0,0.0,0.0,1.637,0.375,0.0,0.0,0.0035175879396984926,0.0010552763819095478,1550,0.0,3.0,3.0,0.013000520020800833
IND412803AAB,Wai_Central_DPP_3 (Maharashtra),Maharashtra,9,0.000405,0.000368,0.0,1,1,7,2,1.115,1.115,0.0,1.274,0.429,0.0018379099560263024,0.0,0.004020100502512563,0.0017574031375616596,1525,0.0,3.0,3.0,0.013000520020800833
IND732123AAC,Chanchal_BargaDPP_D (West Bengal),West Bengal,5,0.000409,0.001104,0.6667,3,1,4,1,1.333,1.333,1.0,3.327,0.5,0.0018560621531228587,1.0,0.0020100502512562816,0.4011598337213138,773,1.0,2.0,3.0,0.013000520020800833
IND732139AAA,Samsi_RatuaDPP_D (West Bengal),West Bengal,9,7e-06,0.001633,0.6667,2,2,7,2,2.286,2.286,1.0,0.44,0.143,3.176634491897313e-05,1.0,0.004020100502512563,0.4012155600542295,757,2.0,1.0,3.0,0.013000520020800833
IND148102AAA,Bhadaur_BChwkDPP_D (Punjab),Punjab,6,0.000403,0.00045,1.0,1,1,5,1,3.0,3.0,1.0,1.145,0.4,0.0018288338574780243,1.0,0.002512562814070352,0.40130241900146457,752,1.0,2.0,3.0,0.013000520020800833
IND754211AAA,Kendrpara_Kapleswr_D (Orissa),Orissa,3,0.001613,0.000549,0.0,1,1,2,1,2.606,2.606,1.0,2.97,1.0,0.007319873479186238,1.0,0.0010050251256281408,0.40249746958144433,582,1.0,2.0,3.0,0.013000520020800833
IND785675AAA,Moranhat_TiloiDPP_D (Assam),Assam,4,0.007571,0.000243,0.0,1,1,3,1,2.154,2.154,1.0,4.122,0.667,0.03435757105450651,1.0,0.001507537688442211,0.4107595326228846,69,1.0,2.0,3.0,0.013000520020800833
IND177101AAA,DehraGopipur_Central_D_1 (Himachal Pradesh),Himachal Pradesh,6,1e-06,0.000214,0.0,1,2,3,3,1.0,1.0,0.0,2.021,1.0,4.538049274139019e-06,0.0,0.002512562814070352,0.0007551302590033472,1561,0.0,3.0,3.0,0.013000520020800833
IND504296AAA,Kaghaznagar_Central_DPP_1 (Telangana),Telangana,7,0.0,0.000292,1.0,1,3,3,4,0.979,1.034,0.0,1.878,1.0,0.0,0.0,0.003015075376884422,0.0009045226130653265,1558,0.0,3.0,3.0,0.013000520020800833
IND584123AAA,Manvi_APMCYard_D (Karnataka),Karnataka,3,0.000812,0.000175,0.0,1,1,2,1,2.0,2.0,1.0,1.875,1.0,0.003684896010600883,1.0,0.0010050251256281408,0.4014069763408687,729,1.0,2.0,3.0,0.013000520020800833
IND221401AAA,Bhadohi_Rajpura_D (Uttar Pradesh),Uttar Pradesh,3,0.000812,0.00013,0.0,1,1,1,2,2.719,2.719,1.0,16.714,1.0,0.003684896010600883,1.0,0.0010050251256281408,0.4014069763408687,730,2.0,1.0,3.0,0.013000520020800833
IND752050AAA,Khurdha_JatniDPP_D (Orissa),Orissa,5,0.0,0.000179,0.8333,2,2,2,3,1.444,1.5,0.667,1.333,0.5,0.0,0.667,0.0020100502512562816,0.26740301507537695,1359,2.0,1.0,3.0,0.013000520020800833
IND152123AAA,Fazilka_GndhiChk_D (Punjab),Punjab,3,0.000403,0.000268,1.0,1,1,2,1,1.667,1.667,1.0,2.678,1.0,0.0018288338574780243,1.0,0.0010050251256281408,0.4008501576949319,822,1.0,2.0,3.0,0.013000520020800833
IND360410AAA,Dhoraji_JmnvadRd_DC (Gujarat),Gujarat,3,8e-06,0.000577,0.0,1,1,1,2,2.824,2.824,1.0,2.462,1.0,3.630439419311215e-05,1.0,0.0010050251256281408,0.4003123988559464,885,2.0,1.0,3.0,0.013000520020800833
IND396105AAA,Bhilad_Umargaon_DC (Gujarat),Gujarat,4,0.0,0.000168,0.0,1,1,2,2,1.667,1.667,1.0,1.939,0.5,0.0,1.0,0.001507537688442211,0.40045226130653266,872,2.0,1.0,3.0,0.013000520020800833
IND201005AAA,Ghaziabad_RjndrNgr_DC (Uttar Pradesh),Uttar Pradesh,4,0.0,0.000335,0.0,1,1,3,1,3.286,3.286,1.0,2.739,0.667,0.0,1.0,0.001507537688442211,0.40045226130653266,879,1.0,2.0,3.0,0.013000520020800833
IND695012AAB,Trivandrum_Mnanthla_D (Kerala),Kerala,3,0.0,0.000116,0.0,0,1,0,3,3.637,3.3,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,904,3.0,0.0,3.0,0.013000520020800833
IND207123AAA,Kasganj_BnkrGate_D (Uttar Pradesh),Uttar Pradesh,3,0.0,0.000211,0.0,1,1,2,1,8.098,8.098,1.0,3.76,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,903,1.0,2.0,3.0,0.013000520020800833
IND500035AAA,Hyd_LB-Nagar_Dc (Telangana),Telangana,3,0.0,0.000175,0.0,1,1,2,1,1.5,1.5,1.0,2.35,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,902,1.0,2.0,3.0,0.013000520020800833
IND331507AAA,Sujangarh_JngidDPP_D (Rajasthan),Rajasthan,3,0.0,0.000116,0.0,0,1,0,3,2.89,3.312,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,901,3.0,0.0,3.0,0.013000520020800833
IND734214AAB,Mirik_WardNo3_D (West Bengal),West Bengal,3,0.0,0.000116,0.0,0,1,0,3,3.115,3.179,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,900,3.0,0.0,3.0,0.013000520020800833
IND272155AAA,Harraiya_MahuGDPP_D (Uttar Pradesh),Uttar Pradesh,3,0.0,0.000116,0.0,0,1,0,3,2.431,2.0,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,899,3.0,0.0,3.0,0.013000520020800833
IND841101AAA,Sonepur_Sabalpur_D (Bihar),Bihar,3,0.0,0.000116,0.0,0,1,0,3,4.715,2.611,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,898,3.0,0.0,3.0,0.013000520020800833
IND500055AAA,Hyd_Trimulgherry_Dc (Telangana),Telangana,3,0.0,0.000181,1.0,1,2,1,2,2.842,2.842,1.0,1.824,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,897,2.0,1.0,3.0,0.013000520020800833
IND177203AAA,Amb_Adrshngr_D (Himachal Pradesh),Himachal Pradesh,3,0.0,0.000116,0.0,0,1,0,3,2.021,1.514,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,895,3.0,0.0,3.0,0.013000520020800833
IND624703AAA,Gujiliam_Parai_D (Tamil Nadu),Tamil Nadu,4,1.2e-05,0.000816,0.3333,2,1,3,1,1.44,1.44,1.0,1.279,0.667,5.4456591289668224e-05,1.0,0.001507537688442211,0.40046859828391956,863,1.0,2.0,3.0,0.013000520020800833
IND412210AAC,Shirur_Central_DPP_3 (Maharashtra),Maharashtra,3,0.0,0.0002,1.0,1,1,1,2,1.222,1.222,1.0,1.737,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,894,2.0,1.0,3.0,0.013000520020800833
IND575014AAA,Surathkal_DC (Karnataka),Karnataka,3,0.0,0.000212,1.0,1,1,2,1,3.6,3.6,1.0,2.518,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,907,1.0,2.0,3.0,0.013000520020800833
IND282001AAC,Agra_Idgah_L (Uttar Pradesh),Uttar Pradesh,3,0.0,0.000134,1.0,1,1,1,2,5.917,5.917,1.0,2.808,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,893,2.0,1.0,3.0,0.013000520020800833
IND793150AAA,Jowai_Ldthlabh_D (Meghalaya),Meghalaya,3,0.0,0.000425,1.0,1,1,2,1,4.0,4.0,1.0,2.333,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,892,1.0,2.0,3.0,0.013000520020800833
IND176215AAA,Dharamshala_GrudwrRd_D (Himachal Pradesh),Himachal Pradesh,3,0.0,0.000116,0.0,0,1,0,3,1.79,1.913,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,891,3.0,0.0,3.0,0.013000520020800833
IND125050AAA,Fatehabad_SirsaDPP_D (Haryana),Haryana,3,0.0,0.000154,1.0,1,1,1,2,1.81,1.81,1.0,2.444,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,890,2.0,1.0,3.0,0.013000520020800833
IND752055AAA,Khurdha_MunplDPP_D (Orissa),Orissa,4,0.0,0.000131,1.0,1,2,2,2,1.214,1.214,0.5,2.333,1.0,0.0,0.5,0.001507537688442211,0.20045226130653268,1418,1.0,2.0,3.0,0.013000520020800833
IND444303AAA,Khamgaon_WamanDPP_D (Maharashtra),Maharashtra,3,0.0,0.000297,1.0,1,1,1,2,3.242,3.242,1.0,2.489,1.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,889,2.0,1.0,3.0,0.013000520020800833
IND506343AAA,Mulugu_LaxmiNGR_D (Telangana),Telangana,4,0.001218,0.00018,0.0,1,1,2,2,1.211,1.211,0.5,1.556,1.0,0.0055273440159013245,0.5,0.001507537688442211,0.20211046451130307,1412,1.0,2.0,3.0,0.013000520020800833
IND768028AAA,Bargarh_JJCpxDPP_D (Orissa),Orissa,3,1e-06,0.000609,0.0,1,1,2,1,3.333,3.333,1.0,3.381,1.0,4.538049274139019e-06,1.0,0.0010050251256281408,0.4003028689524707,888,1.0,2.0,3.0,0.013000520020800833
IND244901AAC,Rampur_ThanaDPP_D (Uttar Pradesh),Uttar Pradesh,3,1e-06,0.000182,0.0,1,1,2,1,1.5,1.5,1.0,1.397,1.0,4.538049274139019e-06,1.0,0.0010050251256281408,0.4003028689524707,887,1.0,2.0,3.0,0.013000520020800833
IND222001AAA,Jaunpur_Katghara_D (Uttar Pradesh),Uttar Pradesh,3,5e-06,0.000573,0.0,2,1,2,1,2.917,2.917,1.0,2.536,1.0,2.2690246370695093e-05,1.0,0.0010050251256281408,0.40030831461159966,886,1.0,2.0,3.0,0.013000520020800833
IND307001AAA,Sirohi_Ricco_D (Rajasthan),Rajasthan,4,0.001221,0.000358,0.0,1,1,2,2,2.188,2.188,0.5,2.5,1.0,0.005540958163723742,0.5,0.001507537688442211,0.2021145487556498,1411,1.0,2.0,3.0,0.013000520020800833
IND272207AAB,Naugarh_Central_D_1 (Uttar Pradesh),Uttar Pradesh,3,0.0,0.000116,0.0,0,1,0,3,3.778,3.444,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,906,3.0,0.0,3.0,0.013000520020800833
IND679329AAA,Nilambur_StteHW28_D (Kerala),Kerala,3,0.0,0.000116,0.0,0,1,0,3,1.849,1.857,1.0,0.0,0.0,0.0,1.0,0.0010050251256281408,0.40030150753768845,905,3.0,0.0,3.0,0.013000520020800833
